2011,1,13,1000000.0,0.0
2011,1,14,1000000.0,0.0
2011,1,18,988300.0,-11700.0
2011,1,19,985600.0,-14400.0
2011,1,20,986040.0,-13960.0
2011,1,21,984880.0,-15120.0
2011,1,24,1000920.0,920.0
2011,1,25,1007960.0,7960.0
2011,1,26,1006400.0,6400.0
2011,1,27,1006520.0,6520.0
2011,1,28,999280.0,-720.0
2011,1,31,1010120.0,10120.0
2011,2,1,1026880.0,26880.0
2011,2,2,1026840.0,26840.0
2011,2,3,1025870.0,25870.0
2011,2,4,1028540.0,28540.0
2011,2,7,1032530.0,32530.0
2011,2,8,1045940.0,45940.0
2011,2,9,1040260.0,40260.0
2011,2,10,1035520.0,35520.0
2011,2,11,1044100.0,44100.0
2011,2,14,1045310.0,45310.0
2011,2,15,1039830.0,39830.0
2011,2,16,1042060.0,42060.0
2011,2,17,1046380.0,46380.0
2011,2,18,1053560.0,53560.0
2011,2,22,1022410.0,22410.0
2011,2,23,1016600.0,16600.0
2011,2,24,1016420.0,16420.0
2011,2,25,1023520.0,23520.0
2011,2,28,1025320.0,25320.0
2011,3,1,1005240.0,5240.0
2011,3,2,1005990.0,5990.0
2011,3,3,1011822.0,11822.0
2011,3,4,1008924.0,8924.0
2011,3,7,1005594.0,5594.0
2011,3,8,1009716.0,9716.0
2011,3,9,1015998.0,15998.0
2011,3,10,1009266.0,9266.0
2011,3,11,1009986.0,9986.0
2011,3,14,1008150.0,8150.0
2011,3,15,1003992.0,3992.0
2011,3,16,993426.0,-6574.0
2011,3,17,995496.0,-4504.0
2011,3,18,998502.0,-1498.0
2011,3,21,1001634.0,1634.0
2011,3,22,1002210.0,2210.0
2011,3,23,1004892.0,4892.0
2011,3,24,1005792.0,5792.0
2011,3,25,1009536.0,9536.0
2011,3,28,1008114.0,8114.0
2011,3,29,1010778.0,10778.0
2011,3,30,1012038.0,12038.0
2011,3,31,1011102.0,11102.0
2011,4,1,1013208.0,13208.0
2011,4,4,1013172.0,13172.0
2011,4,5,1012722.0,12722.0
2011,4,6,1012812.0,12812.0
2011,4,7,1013406.0,13406.0
2011,4,8,1012830.0,12830.0
2011,4,11,1012650.0,12650.0
2011,4,12,1011426.0,11426.0
2011,4,13,1012650.0,12650.0
2011,4,14,1014432.0,14432.0
2011,4,15,1016610.0,16610.0
2011,4,18,1016142.0,16142.0
2011,4,19,1015188.0,15188.0
2011,4,20,1014054.0,14054.0
2011,4,21,1020246.0,20246.0
2011,4,25,1019184.0,19184.0
2011,4,26,1020624.0,20624.0
2011,4,27,1023918.0,23918.0
2011,4,28,1024638.0,24638.0
2011,4,29,1024278.0,24278.0
2011,5,2,1027032.0,27032.0
2011,5,3,1028310.0,28310.0
2011,5,4,1024350.0,24350.0
2011,5,5,1020570.0,20570.0
2011,5,6,1022640.0,22640.0
2011,5,9,1023018.0,23018.0
2011,5,10,1025268.0,25268.0
2011,5,11,1023720.0,23720.0
2011,5,12,1028544.0,28544.0
2011,5,13,1024458.0,24458.0
2011,5,16,1022586.0,22586.0
2011,5,17,1025484.0,25484.0
2011,5,18,1025376.0,25376.0
2011,5,19,1025646.0,25646.0
2011,5,20,1024890.0,24890.0
2011,5,23,1021542.0,21542.0
2011,5,24,1020651.0,20651.0
2011,5,25,1019892.0,19892.0
2011,5,26,1018044.0,18044.0
2011,5,27,1019067.0,19067.0
2011,5,31,1023687.0,23687.0
2011,6,1,1016031.0,16031.0
2011,6,2,1014513.0,14513.0
2011,6,3,1014513.0,14513.0
2011,6,6,1014513.0,14513.0
2011,6,7,1014513.0,14513.0
2011,6,8,1014513.0,14513.0
2011,6,9,1014513.0,14513.0
